
Benchmark started on 1/2/2017 16:18:17
Delta	Instant FPS	10-sec avg. FPS	Total avg. FPS
6	166.667	160.104	144.546
6	166.667	160.104	144.552
5	200	160.136	144.558
6	166.667	160.136	144.571
6	166.667	160.136	144.577
5	200	160.152	144.583
6	166.667	160.136	144.596
6	166.667	160.152	144.603
7	142.857	160.12	144.609
5	200	160.136	144.608
6	166.667	160.152	144.621
6	166.667	160.136	144.627
6	166.667	160.136	144.633
6	166.667	160.136	144.64
6	166.667	160.136	144.646
5	200	160.152	144.652
6	166.667	160.152	144.665
6	166.667	160.152	144.671
5	200	160.168	144.677
6	166.667	160.168	144.69
6	166.667	160.168	144.696
6	166.667	160.168	144.702
7	142.857	160.152	144.709
6	166.667	160.152	144.708
6	166.667	160.152	144.714
5	200	160.168	144.72
6	166.667	160.168	144.733
5	200	160.2	144.739
6	166.667	160.204	144.752
5	200	160.22	144.758
6	166.667	160.236	144.771
6	166.667	160.252	144.777
5	200	160.268	144.783
7	142.857	160.252	144.796
6	166.667	160.252	144.796
5	200	160.268	144.802
7	142.857	160.268	144.814
6	166.667	160.268	144.814
6	166.667	160.284	144.82
5	200	160.3	144.826
6	166.667	160.304	144.839
5	200	160.352	144.845
7	142.857	160.336	144.858
6	166.667	160.336	144.857
6	166.667	160.352	144.863
7	142.857	160.336	144.869
6	166.667	160.336	144.868
6	166.667	160.352	144.875
6	166.667	160.352	144.881
6	166.667	160.352	144.887
7	142.857	160.336	144.893
5	200	160.352	144.892
6	166.667	160.352	144.905
5	200	160.368	144.911
6	166.667	160.384	144.924
5	200	160.4	144.93
6	166.667	160.404	144.942
6	166.667	160.4	144.948
6	166.667	160.404	144.954
6	166.667	160.404	144.96
5	200	160.42	144.966
6	166.667	160.42	144.979
6	166.667	160.436	144.985
6	166.667	160.436	144.991
6	166.667	160.436	144.997
6	166.667	160.436	145.003
6	166.667	160.436	145.009
6	166.667	160.452	145.015
6	166.667	160.452	145.021
6	166.667	160.452	145.027
6	166.667	160.452	145.033
6	166.667	160.452	145.039
6	166.667	160.452	145.045
6	166.667	160.452	145.051
7	142.857	160.452	145.057
6	166.667	160.452	145.056
6	166.667	160.452	145.062
6	166.667	160.452	145.068
5	200	160.468	145.074
6	166.667	160.468	145.087
5	200	160.484	145.092
6	166.667	160.484	145.105
7	142.857	160.468	145.111
6	166.667	160.484	145.11
7	142.857	160.468	145.116
6	166.667	160.468	145.115
6	166.667	160.468	145.121
6	166.667	160.484	145.127
6	166.667	160.5	145.133
6	166.667	160.504	145.139
6	166.667	160.504	145.145
7	142.857	160.488	145.151
7	142.857	160.468	145.15
7	142.857	160.452	145.15
6	166.667	160.468	145.149
6	166.667	160.468	145.155
7	142.857	160.452	145.161
6	166.667	160.452	145.16
6	166.667	160.452	145.166
6	166.667	160.468	145.172
6	166.667	160.468	145.177
6	166.667	160.468	145.183
6	166.667	160.468	145.189
7	142.857	160.436	145.195
6	166.667	160.436	145.194
6	166.667	160.436	145.2
6	166.667	160.452	145.206
7	142.857	160.42	145.212
6	166.667	160.436	145.211
6	166.667	160.436	145.217
6	166.667	160.42	145.223
7	142.857	160.404	145.229
7	142.857	160.404	145.228
6	166.667	160.4	145.227
7	142.857	160.388	145.233
6	166.667	160.384	145.232
6	166.667	160.368	145.238
6	166.667	160.368	145.244
7	142.857	160.352	145.25
6	166.667	160.352	145.249
6	166.667	160.352	145.255
7	142.857	160.336	145.261
6	166.667	160.336	145.26
7	142.857	160.336	145.266
6	166.667	160.336	145.265
6	166.667	160.336	145.271
6	166.667	160.336	145.277
6	166.667	160.352	145.283
7	142.857	160.336	145.288
6	166.667	160.336	145.288
6	166.667	160.336	145.293
6	166.667	160.352	145.299
8	125	160.32	145.305
6	166.667	160.32	145.298
7	142.857	160.304	145.303
6	166.667	160.3	145.303
6	166.667	160.304	145.308
6	166.667	160.304	145.314
6	166.667	160.304	145.32
7	142.857	160.288	145.326
6	166.667	160.284	145.325
6	166.667	160.3	145.331
7	142.857	160.288	145.337
6	166.667	160.284	145.336
6	166.667	160.316	145.342
6	166.667	160.32	145.347
7	142.857	160.304	145.353
6	166.667	160.304	145.352
7	142.857	160.288	145.358
6	166.667	160.3	145.357
6	166.667	160.304	145.363
6	166.667	160.304	145.369
6	166.667	160.304	145.374
6	166.667	160.336	145.38
6	166.667	160.336	145.386
7	142.857	160.32	145.392
6	166.667	160.336	145.391
6	166.667	160.368	145.397
6	166.667	160.384	145.402
7	142.857	160.352	145.408
6	166.667	160.352	145.407
6	166.667	160.352	145.413
6	166.667	160.352	145.419
6	166.667	160.384	145.424
7	142.857	160.352	145.43
6	166.667	160.368	145.429
6	166.667	160.352	145.435
6	166.667	160.368	145.441
6	166.667	160.4	145.446
7	142.857	160.388	145.452
6	166.667	160.4	145.451
6	166.667	160.404	145.457
8	125	160.372	145.463
6	166.667	160.368	145.455
6	166.667	160.384	145.461
6	166.667	160.368	145.467
7	142.857	160.368	145.472
6	166.667	160.368	145.472
7	142.857	160.368	145.477
6	166.667	160.368	145.476
6	166.667	160.368	145.482
6	166.667	160.368	145.488
6	166.667	160.368	145.493
6	166.667	160.368	145.499
6	166.667	160.368	145.505
6	166.667	160.368	145.51
7	142.857	160.368	145.516
6	166.667	160.368	145.515
6	166.667	160.368	145.521
6	166.667	160.368	145.527
6	166.667	160.368	145.532
6	166.667	160.384	145.538
6	166.667	160.384	145.543
5	200	160.4	145.549
7	142.857	160.388	145.561
7	142.857	160.368	145.56
6	166.667	160.384	145.56
6	166.667	160.384	145.565
6	166.667	160.4	145.571
7	142.857	160.388	145.576
6	166.667	160.384	145.576
6	166.667	160.384	145.581
6	166.667	160.4	145.587
6	166.667	160.404	145.592
7	142.857	160.404	145.598
5	200	160.42	145.597
7	142.857	160.404	145.609
6	166.667	160.404	145.608
6	166.667	160.42	145.614
6	166.667	160.42	145.619
6	166.667	160.42	145.625
6	166.667	160.42	145.631
7	142.857	160.42	145.636
6	166.667	160.42	145.635
5	200	160.436	145.641
7	142.857	160.42	145.653
6	166.667	160.42	145.652
6	166.667	160.42	145.658
6	166.667	160.42	145.663
7	142.857	160.404	145.669
6	166.667	160.42	145.668
7	142.857	160.404	145.673
6	166.667	160.404	145.673
6	166.667	160.404	145.678
5	200	160.42	145.684
6	166.667	160.42	145.696
7	142.857	160.404	145.701
7	142.857	160.404	145.7
6	166.667	160.404	145.699
6	166.667	160.42	145.705
6	166.667	160.42	145.711
6	166.667	160.42	145.716
6	166.667	160.42	145.722
6	166.667	160.436	145.727
6	166.667	160.42	145.733
6	166.667	160.42	145.738
6	166.667	160.42	145.744
6	166.667	160.42	145.749
6	166.667	160.436	145.755
7	142.857	160.42	145.76
6	166.667	160.42	145.759
6	166.667	160.436	145.765
6	166.667	160.436	145.77
6	166.667	160.436	145.776
6	166.667	160.42	145.781
6	166.667	160.436	145.787
6	166.667	160.452	145.792
7	142.857	160.436	145.798
6	166.667	160.452	145.797
7	142.857	160.436	145.802
6	166.667	160.452	145.801
6	166.667	160.452	145.807
6	166.667	160.452	145.812
6	166.667	160.452	145.818
7	142.857	160.452	145.823
6	166.667	160.452	145.822
6	166.667	160.452	145.828
6	166.667	160.452	145.833
6	166.667	160.452	145.839
6	166.667	160.452	145.844
5	200	160.484	145.85
6	166.667	160.5	145.862
6	166.667	160.504	145.867
6	166.667	160.52	145.872
7	142.857	160.504	145.878
6	166.667	160.504	145.877
7	142.857	160.488	145.882
6	166.667	160.5	145.881
5	200	160.52	145.887
6	166.667	160.52	145.899
7	142.857	160.504	145.904
6	166.667	160.504	145.903
6	166.667	160.5	145.909
6	166.667	160.504	145.914
7	142.857	160.488	145.919
6	166.667	160.468	145.918
5	200	160.484	145.924
6	166.667	160.484	145.936
6	166.667	160.484	145.941
7	142.857	160.452	145.946
6	166.667	160.468	145.945
6	166.667	160.468	145.951
6	166.667	160.452	145.956
6	166.667	160.452	145.962
6	166.667	160.468	145.967
7	142.857	160.468	145.972
6	166.667	160.5	145.971
6	166.667	160.504	145.977
6	166.667	160.52	145.982
6	166.667	160.52	145.988
7	142.857	160.504	145.993
6	166.667	160.5	145.992
6	166.667	160.504	145.997
6	166.667	160.504	146.003
7	142.857	160.488	146.008
6	166.667	160.484	146.007
7	142.857	160.484	146.013
5	200	160.5	146.012
6	166.667	160.504	146.023
6	166.667	160.504	146.029
6	166.667	160.52	146.034
6	166.667	160.52	146.039
6	166.667	160.52	146.045
6	166.667	160.504	146.05
6	166.667	160.504	146.055
5	200	160.52	146.061
7	142.857	160.52	146.072
6	166.667	160.52	146.071
6	166.667	160.52	146.077
6	166.667	160.504	146.082
6	166.667	160.504	146.087
7	142.857	160.488	146.093
6	166.667	160.468	146.092
6	166.667	160.484	146.097
6	166.667	160.5	146.102
7	142.857	160.488	146.108
5	200	160.5	146.107
6	166.667	160.504	146.118
6	166.667	160.484	146.123
7	142.857	160.452	146.129
6	166.667	160.452	146.128
7	142.857	160.436	146.133
6	166.667	160.42	146.132
6	166.667	160.42	146.137
7	142.857	160.42	146.143
6	166.667	160.404	146.142
7	142.857	160.404	146.147
7	142.857	160.404	146.146
6	166.667	160.404	146.145
6	166.667	160.404	146.15
6	166.667	160.404	146.155
6	166.667	160.404	146.161
7	142.857	160.388	146.166
6	166.667	160.368	146.165
6	166.667	160.4	146.17
7	142.857	160.388	146.176
6	166.667	160.368	146.175
6	166.667	160.368	146.18
6	166.667	160.368	146.185
6	166.667	160.368	146.19
6	166.667	160.368	146.196
6	166.667	160.368	146.201
6	166.667	160.368	146.206
6	166.667	160.368	146.211
5	200	160.368	146.217
6	166.667	160.368	146.228
6	166.667	160.352	146.233
7	142.857	160.336	146.238
6	166.667	160.368	146.237
6	166.667	160.4	146.243
6	166.667	160.404	146.248
6	166.667	160.436	146.253
6	166.667	160.468	146.258
6	166.667	160.5	146.264
6	166.667	160.504	146.269
6	166.667	160.52	146.274
6	166.667	160.552	146.279
6	166.667	160.584	146.284
6	166.667	160.616	146.29
7	142.857	160.604	146.295
6	166.667	160.636	146.294
6	166.667	160.668	146.299
7	142.857	160.652	146.304
6	166.667	160.668	146.303
6	166.667	160.7	146.308
7	142.857	160.688	146.314
6	166.667	160.72	146.312
6	166.667	160.752	146.318
7	142.857	160.752	146.323
6	166.667	160.752	146.322
6	166.667	160.752	146.327
5	200	160.8	146.332
7	142.857	160.787	146.344
6	166.667	160.768	146.342
6	166.667	160.752	146.348
7	142.857	160.768	146.353
5	200	160.8	146.352
7	142.857	160.787	146.363
6	166.667	160.768	146.362
6	166.667	160.784	146.367
6	166.667	160.784	146.372
6	166.667	160.8	146.378
6	166.667	160.804	146.383
7	142.857	160.768	146.388
6	166.667	160.752	146.387
5	200	160.768	146.392
7	142.857	160.752	146.403
6	166.667	160.768	146.402
7	142.857	160.768	146.407
6	166.667	160.784	146.406
6	166.667	160.784	146.411
6	166.667	160.8	146.417
6	166.667	160.804	146.422
5	200	160.836	146.427
6	166.667	160.868	146.438
6	166.667	160.884	146.443
6	166.667	160.9	146.448
6	166.667	160.903	146.453
6	166.667	160.92	146.458
6	166.667	160.936	146.464
6	166.667	160.952	146.469
6	166.667	160.968	146.474
6	166.667	160.984	146.479
7	142.857	160.984	146.484
6	166.667	160.984	146.483
6	166.667	161	146.488
7	142.857	160.987	146.493
6	166.667	161	146.492
6	166.667	161.003	146.497
6	166.667	161.036	146.502
6	166.667	161.052	146.507
6	166.667	161.068	146.512
6	166.667	161.052	146.517
6	166.667	161.052	146.522
6	166.667	161.052	146.528
6	166.667	161.036	146.533
7	142.857	161.019	146.538
8	125	161.003	146.537
6	166.667	161.003	146.529
6	166.667	161.036	146.534
6	166.667	161.036	146.539
6	166.667	161.052	146.545
6	166.667	161.036	146.55
7	142.857	161.003	146.555
6	166.667	160.984	146.554
7	142.857	160.984	146.559
6	166.667	160.984	146.557
5	200	160.984	146.563
6	166.667	160.984	146.574
6	166.667	160.968	146.579
6	166.667	160.984	146.584
6	166.667	160.968	146.589
6	166.667	161	146.594
7	142.857	160.987	146.599
5	200	161.019	146.598
6	166.667	161.052	146.609
7	142.857	161.068	146.614
7	142.857	161.068	146.613
6	166.667	161.068	146.612
6	166.667	161.084	146.617
6	166.667	161.116	146.622
6	166.667	161.119	146.627
7	142.857	161.087	146.632
6	166.667	161.068	146.631
6	166.667	161.068	146.636
7	142.857	161.036	146.641
6	166.667	161.036	146.64
7	142.857	161.003	146.645
6	166.667	161.016	146.643
6	166.667	161.019	146.648
6	166.667	161.019	146.653
7	142.857	161.003	146.658
7	142.857	160.987	146.657
7	142.857	160.968	146.656
6	166.667	160.968	146.655
7	142.857	160.936	146.66
6	166.667	160.936	146.659
6	166.667	160.936	146.664
6	166.667	160.92	146.669
6	166.667	160.936	146.674
6	166.667	160.92	146.679
6	166.667	160.92	146.684
6	166.667	160.92	146.689
6	166.667	160.92	146.694
6	166.667	160.92	146.699
7	142.857	160.903	146.704
6	166.667	160.903	146.702
6	166.667	160.884	146.707
6	166.667	160.884	146.712
6	166.667	160.884	146.717
5	200	160.9	146.722
7	142.857	160.887	146.733
6	166.667	160.868	146.732
6	166.667	160.868	146.737
7	142.857	160.852	146.742
6	166.667	160.852	146.741
5	200	160.884	146.746
7	142.857	160.868	146.757
6	166.667	160.868	146.756
6	166.667	160.868	146.761
7	142.857	160.852	146.766
6	166.667	160.852	146.764
6	166.667	160.836	146.769
6	166.667	160.836	146.774
6	166.667	160.836	146.779
6	166.667	160.836	146.784
6	166.667	160.836	146.789
6	166.667	160.836	146.794
6	166.667	160.852	146.799
6	166.667	160.852	146.804
6	166.667	160.868	146.809
6	166.667	160.868	146.813
6	166.667	160.868	146.818
6	166.667	160.884	146.823
7	142.857	160.868	146.828
6	166.667	160.868	146.827
6	166.667	160.868	146.832
6	166.667	160.868	146.837
7	142.857	160.868	146.842
6	166.667	160.868	146.841
6	166.667	160.868	146.845
6	166.667	160.868	146.85
6	166.667	160.868	146.855
6	166.667	160.852	146.86
6	166.667	160.868	146.865
7	142.857	160.836	146.87
6	166.667	160.836	146.869
6	166.667	160.836	146.873
6	166.667	160.82	146.878
6	166.667	160.82	146.883
7	142.857	160.787	146.888
6	166.667	160.804	146.887
6	166.667	160.804	146.892
7	142.857	160.787	146.897
6	166.667	160.784	146.895
6	166.667	160.8	146.9
6	166.667	160.804	146.905
5	200	160.82	146.91
7	142.857	160.804	146.921
7	142.857	160.787	146.92
6	166.667	160.768	146.918
6	166.667	160.784	146.923
6	166.667	160.784	146.928
6	166.667	160.784	146.933
6	166.667	160.784	146.938
6	166.667	160.784	146.943
7	142.857	160.768	146.947
6	166.667	160.768	146.946
7	142.857	160.752	146.951
6	166.667	160.752	146.95
6	166.667	160.752	146.955
7	142.857	160.736	146.96
6	166.667	160.736	146.958
6	166.667	160.736	146.963
6	166.667	160.736	146.968
6	166.667	160.736	146.973
7	142.857	160.72	146.978
6	166.667	160.736	146.976
6	166.667	160.736	146.981
7	142.857	160.72	146.986
6	166.667	160.72	146.985
5	200	160.736	146.99
7	142.857	160.72	147
7	142.857	160.72	146.999
6	166.667	160.72	146.998
6	166.667	160.72	147.003
6	166.667	160.72	147.008
6	166.667	160.72	147.012
6	166.667	160.72	147.017
7	142.857	160.704	147.022
6	166.667	160.704	147.021
6	166.667	160.704	147.025
6	166.667	160.704	147.03
6	166.667	160.704	147.035
6	166.667	160.704	147.04
6	166.667	160.704	147.045
6	166.667	160.72	147.049
7	142.857	160.704	147.054
6	166.667	160.7	147.053
7	142.857	160.688	147.058
6	166.667	160.668	147.056
7	142.857	160.652	147.061
6	166.667	160.652	147.06
7	142.857	160.636	147.065
6	166.667	160.636	147.064
6	166.667	160.652	147.068
7	142.857	160.636	147.073
6	166.667	160.62	147.072
7	142.857	160.62	147.077
5	200	160.636	147.075
6	166.667	160.652	147.086
6	166.667	160.652	147.091
7	142.857	160.652	147.096
6	166.667	160.652	147.094
6	166.667	160.652	147.099
6	166.667	160.652	147.104
6	166.667	160.652	147.108
7	142.857	160.636	147.113
7	142.857	160.62	147.112
6	166.667	160.636	147.111
6	166.667	160.636	147.116
7	142.857	160.62	147.12
6	166.667	160.636	147.119
6	166.667	160.636	147.124
5	200	160.668	147.128
7	142.857	160.652	147.139
6	166.667	160.652	147.138
6	166.667	160.652	147.143
7	142.857	160.636	147.147
6	166.667	160.636	147.146
6	166.667	160.636	147.151
6	166.667	160.652	147.155
7	142.857	160.636	147.16
6	166.667	160.636	147.159
6	166.667	160.636	147.164
6	166.667	160.636	147.168
6	166.667	160.652	147.173
6	166.667	160.652	147.178
5	200	160.668	147.182
6	166.667	160.668	147.193
6	166.667	160.684	147.198
6	166.667	160.684	147.202
7	142.857	160.668	147.207
5	200	160.7	147.206
7	142.857	160.688	147.216
6	166.667	160.684	147.215
7	142.857	160.668	147.22
6	166.667	160.668	147.218
6	166.667	160.668	147.223
7	142.857	160.652	147.228
6	166.667	160.668	147.227
6	166.667	160.668	147.231
6	166.667	160.652	147.236
7	142.857	160.652	147.24
6	166.667	160.652	147.239
6	166.667	160.652	147.244
6	166.667	160.668	147.249
7	142.857	160.652	147.253
6	166.667	160.652	147.252
7	142.857	160.636	147.257
6	166.667	160.636	147.255
6	166.667	160.636	147.26
7	142.857	160.62	147.265
6	166.667	160.62	147.263
6	166.667	160.636	147.268
6	166.667	160.636	147.273
7	142.857	160.62	147.277
6	166.667	160.62	147.276
5	200	160.636	147.281
6	166.667	160.636	147.291
6	166.667	160.636	147.296
6	166.667	160.636	147.3
6	166.667	160.652	147.305
6	166.667	160.652	147.31
6	166.667	160.652	147.314
6	166.667	160.652	147.319
6	166.667	160.684	147.323
7	142.857	160.668	147.328
7	142.857	160.652	147.327
6	166.667	160.668	147.326
6	166.667	160.668	147.33
7	142.857	160.652	147.335
6	166.667	160.652	147.333
7	142.857	160.636	147.338
6	166.667	160.652	147.337
6	166.667	160.652	147.341
6	166.667	160.652	147.346
5	200	160.684	147.351
7	142.857	160.668	147.361
7	142.857	160.652	147.36
6	166.667	160.652	147.358
6	166.667	160.684	147.363
7	142.857	160.668	147.368
7	142.857	160.636	147.366
6	166.667	160.636	147.365
5	200	160.652	147.37
7	142.857	160.636	147.38
5	200	160.668	147.379
7	142.857	160.652	147.389
5	200	160.668	147.388
7	142.857	160.668	147.398
7	142.857	160.652	147.397
6	166.667	160.652	147.396
5	200	160.668	147.4
7	142.857	160.652	147.411
6	166.667	160.652	147.409
7	142.857	160.636	147.414
6	166.667	160.636	147.413
7	142.857	160.62	147.417
6	166.667	160.62	147.416
6	166.667	160.62	147.421
6	166.667	160.636	147.425
6	166.667	160.636	147.43
6	166.667	160.636	147.434
5	200	160.652	147.439
6	166.667	160.652	147.449
6	166.667	160.668	147.454
7	142.857	160.636	147.458
6	166.667	160.636	147.457
6	166.667	160.636	147.461
7	142.857	160.62	147.466
6	166.667	160.62	147.465
6	166.667	160.604	147.469
7	142.857	160.588	147.474
6	166.667	160.604	147.472
6	166.667	160.604	147.477
6	166.667	160.62	147.481
6	166.667	160.62	147.486
6	166.667	160.604	147.49
6	166.667	160.604	147.495
7	142.857	160.568	147.499
6	166.667	160.568	147.498
6	166.667	160.568	147.503
6	166.667	160.552	147.507
7	142.857	160.536	147.512
6	166.667	160.52	147.51
6	166.667	160.52	147.515
6	166.667	160.504	147.519
6	166.667	160.504	147.524
6	166.667	160.484	147.528
6	166.667	160.468	147.533
6	166.667	160.468	147.537
6	166.667	160.468	147.542
6	166.667	160.468	147.546
6	166.667	160.452	147.551
7	142.857	160.42	147.555
5	200	160.436	147.554
7	142.857	160.42	147.564
6	166.667	160.42	147.563
6	166.667	160.42	147.567
6	166.667	160.404	147.572
6	166.667	160.404	147.576
6	166.667	160.404	147.581
7	142.857	160.388	147.585
6	166.667	160.368	147.584
7	142.857	160.352	147.588
6	166.667	160.336	147.587
6	166.667	160.336	147.591
6	166.667	160.336	147.596
7	142.857	160.32	147.6
6	166.667	160.32	147.599
5	200	160.32	147.603
7	142.857	160.304	147.614
6	166.667	160.32	147.612
6	166.667	160.32	147.617
6	166.667	160.304	147.621
6	166.667	160.304	147.626
7	142.857	160.288	147.63
6	166.667	160.284	147.629
7	142.857	160.252	147.633
6	166.667	160.252	147.632
6	166.667	160.252	147.636
7	142.857	160.236	147.641
6	166.667	160.252	147.639
6	166.667	160.252	147.644
6	166.667	160.252	147.648
6	166.667	160.252	147.653
7	142.857	160.236	147.657
6	166.667	160.236	147.656
5	200	160.236	147.66
7	142.857	160.22	147.67
7	142.857	160.22	147.669
6	166.667	160.252	147.668
6	166.667	160.284	147.672
6	166.667	160.316	147.676
6	166.667	160.32	147.681
7	142.857	160.336	147.685
6	166.667	160.368	147.684
6	166.667	160.384	147.688
6	166.667	160.384	147.693
6	166.667	160.384	147.697
6	166.667	160.384	147.701
6	166.667	160.448	147.706
6	166.667	160.452	147.71
6	166.667	160.516	147.715
6	166.667	160.52	147.719
6	166.667	160.584	147.723
7	142.857	160.632	147.728
6	166.667	160.636	147.726
6	166.667	160.636	147.731
6	166.667	160.652	147.735
6	166.667	160.652	147.74
6	166.667	160.668	147.744
6	166.667	160.668	147.748
6	166.667	160.652	147.753
6	166.667	160.684	147.757
7	142.857	160.652	147.761
6	166.667	160.652	147.76
6	166.667	160.652	147.764
6	166.667	160.652	147.769
7	142.857	160.636	147.773
6	166.667	160.652	147.772
6	166.667	160.652	147.776
6	166.667	160.684	147.78
6	166.667	160.684	147.785
6	166.667	160.668	147.789
6	166.667	160.668	147.793
6	166.667	160.684	147.798
6	166.667	160.668	147.802
7	142.857	160.652	147.806
6	166.667	160.668	147.805
6	166.667	160.668	147.809
6	166.667	160.668	147.814
6	166.667	160.684	147.818
6	166.667	160.668	147.822
6	166.667	160.668	147.827
6	166.667	160.668	147.831
6	166.667	160.684	147.835
6	166.667	160.684	147.84
5	200	160.7	147.844
6	166.667	160.704	147.854
6	166.667	160.704	147.858
6	166.667	160.704	147.863
7	142.857	160.688	147.867
6	166.667	160.72	147.866
6	166.667	160.72	147.87
6	166.667	160.704	147.874
6	166.667	160.72	147.878
7	142.857	160.704	147.883
5	200	160.72	147.881
7	142.857	160.688	147.891
5	200	160.72	147.89
8	125	160.688	147.9
6	166.667	160.684	147.893
7	142.857	160.668	147.897
7	142.857	160.668	147.896
5	200	160.684	147.895
6	166.667	160.684	147.904
7	142.857	160.668	147.909
7	142.857	160.636	147.907
6	166.667	160.636	147.906
6	166.667	160.636	147.91
6	166.667	160.652	147.915
6	166.667	160.652	147.919
6	166.667	160.668	147.923
6	166.667	160.668	147.927
6	166.667	160.668	147.932
6	166.667	160.652	147.936
6	166.667	160.668	147.94
7	142.857	160.652	147.944
6	166.667	160.652	147.943
5	200	160.684	147.947
6	166.667	160.7	147.957
9	111.111	160.655	147.962
5	200	160.668	147.949
7	142.857	160.652	147.959
5	200	160.668	147.957
6	166.667	160.668	147.967
6	166.667	160.668	147.972
6	166.667	160.668	147.976
5	200	160.684	147.98
6	166.667	160.684	147.99
6	166.667	160.684	147.994
5	200	160.7	147.998
5	200	160.72	148.008
6	166.667	160.72	148.018
5	200	160.736	148.022
6	166.667	160.736	148.032
5	200	160.752	148.036
5	200	160.784	148.046
6	166.667	160.784	148.056
5	200	160.8	148.06
6	166.667	160.804	148.07
5	200	160.836	148.074
6	166.667	160.836	148.084
5	200	160.852	148.088
6	166.667	160.852	148.098
6	166.667	160.868	148.102
6	166.667	160.868	148.106
5	200	160.884	148.11
6	166.667	160.9	148.12
6	166.667	160.903	148.124
5	200	160.92	148.129
6	166.667	160.92	148.138
6	166.667	160.92	148.143
6	166.667	160.936	148.147
5	200	160.968	148.151
6	166.667	160.984	148.161
6	166.667	160.984	148.165
6	166.667	160.984	148.169
6	166.667	160.984	148.173
5	200	161	148.177
6	166.667	161.003	148.187
6	166.667	160.984	148.191
6	166.667	161	148.195
7	142.857	160.987	148.2
7	142.857	160.984	148.198
6	166.667	161	148.197
5	200	161.019	148.201
5	200	161.036	148.211
7	142.857	161.019	148.22
6	166.667	161.036	148.219
7	142.857	161.019	148.223
6	166.667	161.019	148.222
7	142.857	161.003	148.226
6	166.667	161.003	148.224
7	142.857	160.987	148.229
6	166.667	160.984	148.227
6	166.667	161	148.231
6	166.667	161.003	148.235
6	166.667	160.984	148.24
6	166.667	161	148.244
7	142.857	160.987	148.248
7	142.857	160.968	148.246
6	166.667	160.968	148.245
7	142.857	160.952	148.249
6	166.667	160.952	148.248
6	166.667	160.952	148.252
6	166.667	160.952	148.256
7	142.857	160.92	148.26
6	166.667	160.92	148.259
6	166.667	160.936	148.263
7	142.857	160.92	148.267
5	200	160.92	148.266
6	166.667	160.936	148.275
7	142.857	160.92	148.279
6	166.667	160.92	148.278
6	166.667	160.936	148.282
7	142.857	160.936	148.286
6	166.667	160.936	148.285
6	166.667	160.92	148.289
6	166.667	160.936	148.293
6	166.667	160.936	148.297
7	142.857	160.92	148.301
6	166.667	160.92	148.3
7	142.857	160.887	148.304
6	166.667	160.884	148.302
6	166.667	160.9	148.307
7	142.857	160.887	148.311
6	166.667	160.884	148.309
6	166.667	160.884	148.313
6	166.667	160.884	148.317
7	142.857	160.868	148.321
6	166.667	160.868	148.32
6	166.667	160.868	148.324
6	166.667	160.884	148.328
7	142.857	160.852	148.332
6	166.667	160.868	148.331
6	166.667	160.868	148.335
6	166.667	160.868	148.339
7	142.857	160.852	148.343
7	142.857	160.836	148.342
6	166.667	160.836	148.34
6	166.667	160.836	148.344
6	166.667	160.836	148.348
7	142.857	160.82	148.352
6	166.667	160.82	148.351
6	166.667	160.82	148.355
6	166.667	160.82	148.359
6	166.667	160.82	148.363
5	200	160.852	148.367
6	166.667	160.852	148.377
7	142.857	160.836	148.381
6	166.667	160.836	148.379
6	166.667	160.836	148.384
7	142.857	160.82	148.388
6	166.667	160.82	148.386
6	166.667	160.836	148.39
6	166.667	160.836	148.394
6	166.667	160.836	148.398
6	166.667	160.836	148.402
7	142.857	160.82	148.406
6	166.667	160.836	148.405
6	166.667	160.82	148.409
6	166.667	160.82	148.413
6	166.667	160.82	148.417
6	166.667	160.82	148.421
8	125	160.787	148.425
6	166.667	160.784	148.418
6	166.667	160.784	148.422
7	142.857	160.768	148.426
6	166.667	160.768	148.425
6	166.667	160.768	148.429
7	142.857	160.752	148.433
6	166.667	160.768	148.431
6	166.667	160.768	148.435
6	166.667	160.768	148.44
7	142.857	160.752	148.444
6	166.667	160.752	148.442
6	166.667	160.752	148.446
6	166.667	160.752	148.45
6	166.667	160.752	148.454
6	166.667	160.752	148.458
7	142.857	160.736	148.462
6	166.667	160.736	148.461
7	142.857	160.72	148.465
7	142.857	160.72	148.463
6	166.667	160.72	148.462
7	142.857	160.704	148.466
5	200	160.736	148.464
6	166.667	160.736	148.474
7	142.857	160.72	148.478
7	142.857	160.704	148.476
6	166.667	160.72	148.475
6	166.667	160.704	148.479
6	166.667	160.72	148.483
6	166.667	160.72	148.487
7	142.857	160.704	148.491
6	166.667	160.704	148.49
6	166.667	160.736	148.493
6	166.667	160.736	148.497
6	166.667	160.736	148.501
7	142.857	160.736	148.505
6	166.667	160.736	148.504
6	166.667	160.736	148.508
7	142.857	160.72	148.512
7	142.857	160.72	148.511
6	166.667	160.72	148.509
7	142.857	160.72	148.513
6	166.667	160.72	148.512
6	166.667	160.72	148.516
6	166.667	160.736	148.52
6	166.667	160.72	148.524
6	166.667	160.736	148.527
7	142.857	160.72	148.531
6	166.667	160.704	148.53
7	142.857	160.688	148.534
6	166.667	160.684	148.533
7	142.857	160.668	148.536
6	166.667	160.684	148.535
6	166.667	160.684	148.539
6	166.667	160.684	148.543
7	142.857	160.668	148.547
6	166.667	160.668	148.545
6	166.667	160.668	148.549
6	166.667	160.684	148.553
6	166.667	160.684	148.557
6	166.667	160.684	148.561
7	142.857	160.668	148.565
