
Benchmark started on 1/2/2017 11:57:54
Delta	Instant FPS	10-sec avg. FPS	Total avg. FPS
3	333.333	254.075	243.697
4	250	254.049	243.703
3	333.333	254.049	243.704
3	333.333	254.075	243.71
3	333.333	254.075	243.716
4	250	254.049	243.722
3	333.333	254.049	243.722
3	333.333	254.049	243.728
3	333.333	254.075	243.734
4	250	254.049	243.74
3	333.333	254.049	243.741
3	333.333	254.075	243.747
13	76.9231	253.821	243.752
3	333.333	253.775	243.705
15	66.6667	253.47	243.711
3	333.333	253.375	243.652
4	250	253.349	243.658
3	333.333	253.349	243.659
4	250	253.324	243.665
2	500	253.375	243.665
4	250	253.349	243.676
3	333.333	253.349	243.677
3	333.333	253.375	243.683
3	333.333	253.375	243.689
4	250	253.349	243.695
3	333.333	253.349	243.695
3	333.333	253.375	243.701
3	333.333	253.375	243.707
3	333.333	253.375	243.713
4	250	253.375	243.719
3	333.333	253.349	243.719
2	500	253.375	243.725
4	250	253.375	243.737
3	333.333	253.375	243.737
3	333.333	253.375	243.743
3	333.333	253.375	243.749
3	333.333	253.375	243.755
4	250	253.349	243.761
3	333.333	253.349	243.761
3	333.333	253.349	243.767
3	333.333	253.375	243.773
3	333.333	253.349	243.779
4	250	253.349	243.785
3	333.333	253.349	243.786
3	333.333	253.349	243.791
3	333.333	253.349	243.797
3	333.333	253.349	243.803
3	333.333	253.349	243.809
4	250	253.349	243.815
4	250	253.324	243.816
2	500	253.349	243.816
4	250	253.349	243.827
3	333.333	253.349	243.828
3	333.333	253.375	243.834
3	333.333	253.349	243.84
4	250	253.324	243.846
3	333.333	253.349	243.846
3	333.333	253.349	243.852
4	250	253.324	243.858
3	333.333	253.324	243.859
3	333.333	253.349	243.864
3	333.333	253.349	243.87
3	333.333	253.349	243.876
3	333.333	253.349	243.882
3	333.333	253.349	243.888
3	333.333	253.349	243.894
3	333.333	253.349	243.9
4	250	253.349	243.906
12	83.3333	253.122	243.906
3	333.333	253.049	243.864
17	58.8235	252.696	243.87
4	250	252.624	243.801
3	333.333	252.624	243.801
4	250	252.599	243.807
3	333.333	252.6	243.808
3	333.333	252.624	243.814
4	250	252.599	243.82
3	333.333	252.575	243.82
3	333.333	252.575	243.826
4	250	252.549	243.832
3	333.333	252.549	243.832
3	333.333	252.549	243.838
3	333.333	252.575	243.844
3	333.333	252.575	243.85
3	333.333	252.549	243.856
3	333.333	252.575	243.862
3	333.333	252.575	243.868
3	333.333	252.575	243.874
3	333.333	252.575	243.879
4	250	252.549	243.885
3	333.333	252.575	243.886
3	333.333	252.575	243.892
3	333.333	252.575	243.898
4	250	252.549	243.904
3	333.333	252.549	243.904
3	333.333	252.575	243.91
3	333.333	252.549	243.916
3	333.333	252.549	243.922
3	333.333	252.549	243.928
3	333.333	252.549	243.933
3	333.333	252.549	243.939
3	333.333	252.549	243.945
3	333.333	252.549	243.951
3	333.333	252.549	243.957
3	333.333	252.549	243.963
3	333.333	252.549	243.969
3	333.333	252.549	243.974
3	333.333	252.549	243.98
3	333.333	252.575	243.986
3	333.333	252.676	243.992
21	47.619	252.246	243.998
3	333.333	252.524	243.908
14	71.4286	252.247	243.914
3	333.333	252.45	243.861
3	333.333	252.551	243.867
13	76.9231	252.322	243.873
4	250	252.677	243.825
20	50	252.272	243.826
3	333.333	252.625	243.741
10	100	252.473	243.747
18	55.5556	252.397	243.716
3	333.333	252.35	243.642
12	83.3333	252.173	243.648
5	200	252.074	243.606
3	333.333	252.05	243.601
3	333.333	252.075	243.607
2	500	252.075	243.613
3	333.333	252.1	243.624
3	333.333	252.124	243.63
4	250	252.099	243.636
3	333.333	252.075	243.636
4	250	252.05	243.642
3	333.333	252.05	243.643
3	333.333	252.05	243.648
3	333.333	252.05	243.654
4	250	252.024	243.66
3	333.333	252.024	243.661
3	333.333	252.05	243.667
3	333.333	252.024	243.672
3	333.333	252.024	243.678
4	250	252.024	243.684
3	333.333	252.075	243.685
3	333.333	252.075	243.691
2	500	252.1	243.696
3	333.333	252.124	243.708
3	333.333	252.124	243.713
4	250	252.099	243.719
3	333.333	252.124	243.72
3	333.333	252.15	243.726
3	333.333	252.15	243.732
3	333.333	252.15	243.737
3	333.333	252.15	243.743
4	250	252.15	243.749
3	333.333	252.175	243.75
3	333.333	252.175	243.755
3	333.333	252.2	243.761
3	333.333	252.224	243.767
3	333.333	252.224	243.773
4	250	252.199	243.779
3	333.333	252.224	243.779
3	333.333	252.224	243.785
2	500	252.275	243.791
3	333.333	252.275	243.802
3	333.333	252.275	243.808
3	333.333	252.275	243.814
3	333.333	252.325	243.82
3	333.333	252.35	243.826
3	333.333	252.35	243.831
3	333.333	252.375	243.837
3	333.333	252.375	243.843
3	333.333	252.4	243.849
3	333.333	252.424	243.855
3	333.333	252.424	243.861
3	333.333	252.424	243.866
3	333.333	252.45	243.872
3	333.333	252.424	243.878
3	333.333	252.424	243.884
3	333.333	252.45	243.89
2	500	252.45	243.896
3	333.333	252.45	243.907
3	333.333	252.475	243.913
3	333.333	252.475	243.918
3	333.333	252.475	243.924
3	333.333	252.5	243.93
3	333.333	252.524	243.936
3	333.333	252.524	243.942
3	333.333	252.524	243.947
3	333.333	252.549	243.953
3	333.333	252.549	243.959
3	333.333	252.549	243.965
2	500	252.575	243.971
3	333.333	252.6	243.982
3	333.333	252.624	243.988
3	333.333	252.624	243.993
3	333.333	252.624	243.999
3	333.333	252.649	244.005
3	333.333	252.649	244.011
4	250	252.649	244.017
3	333.333	252.649	244.017
2	500	252.675	244.023
3	333.333	252.675	244.034
3	333.333	252.7	244.04
3	333.333	252.724	244.046
3	333.333	252.724	244.052
3	333.333	252.749	244.057
3	333.333	252.775	244.063
3	333.333	252.775	244.069
4	250	252.749	244.075
3	333.333	252.749	244.075
3	333.333	252.749	244.081
3	333.333	252.775	244.087
3	333.333	252.775	244.093
3	333.333	252.775	244.099
3	333.333	252.8	244.104
3	333.333	252.824	244.11
3	333.333	252.8	244.116
3	333.333	252.824	244.122
3	333.333	252.824	244.128
3	333.333	252.849	244.133
3	333.333	252.849	244.139
4	250	252.824	244.145
2	500	252.875	244.145
3	333.333	252.875	244.157
3	333.333	252.875	244.162
3	333.333	252.875	244.168
3	333.333	252.875	244.174
3	333.333	252.9	244.18
3	333.333	252.924	244.186
3	333.333	252.924	244.191
3	333.333	252.924	244.197
3	333.333	252.949	244.203
3	333.333	252.949	244.209
3	333.333	252.949	244.214
3	333.333	252.949	244.22
3	333.333	252.949	244.226
3	333.333	252.949	244.232
2	500	252.975	244.238
3	333.333	253	244.249
4	250	252.999	244.254
2	500	253	244.255
3	333.333	253.024	244.266
4	250	252.999	244.272
3	333.333	252.975	244.272
3	333.333	253	244.278
4	250	252.999	244.284
3	333.333	253.024	244.284
4	250	252.999	244.29
4	250	252.975	244.291
3	333.333	252.975	244.291
4	250	252.949	244.297
3	333.333	252.949	244.297
4	250	252.975	244.303
4	250	252.949	244.304
5	200	252.899	244.304
4	250	252.875	244.299
4	250	252.849	244.3
5	200	252.799	244.3
4	250	252.775	244.296
4	250	252.749	244.296
4	250	252.749	244.297
4	250	252.724	244.297
4	250	252.699	244.298
3	333.333	252.724	244.298
3	333.333	252.724	244.304
3	333.333	252.724	244.31
3	333.333	252.724	244.315
3	333.333	252.749	244.321
3	333.333	252.749	244.327
3	333.333	252.749	244.333
4	250	252.749	244.338
3	333.333	252.749	244.339
4	250	252.724	244.345
3	333.333	252.724	244.345
3	333.333	252.749	244.351
3	333.333	252.749	244.357
2	500	252.8	244.362
3	333.333	252.824	244.373
3	333.333	252.824	244.379
3	333.333	252.824	244.385
3	333.333	252.849	244.391
3	333.333	252.875	244.397
3	333.333	252.875	244.402
3	333.333	252.875	244.408
3	333.333	252.875	244.414
3	333.333	252.9	244.42
3	333.333	252.924	244.425
2	500	252.949	244.431
3	333.333	252.949	244.442
3	333.333	252.975	244.448
3	333.333	252.975	244.454
3	333.333	252.975	244.459
3	333.333	252.975	244.465
3	333.333	253	244.471
3	333.333	253.024	244.477
3	333.333	253	244.482
3	333.333	253.024	244.488
3	333.333	253.024	244.494
3	333.333	253.049	244.5
3	333.333	253.049	244.505
3	333.333	253.075	244.511
3	333.333	253.151	244.517
3	333.333	253.175	244.522
3	333.333	253.175	244.528
3	333.333	253.2	244.534
3	333.333	253.224	244.54
3	333.333	253.224	244.545
2	500	253.3	244.551
3	333.333	253.324	244.562
3	333.333	253.324	244.568
3	333.333	253.324	244.574
3	333.333	253.324	244.579
3	333.333	253.349	244.585
3	333.333	253.349	244.591
3	333.333	253.4	244.597
3	333.333	253.424	244.602
3	333.333	253.424	244.608
3	333.333	253.424	244.614
2	500	253.475	244.619
4	250	253.475	244.63
2	500	253.525	244.631
3	333.333	253.549	244.642
3	333.333	253.575	244.648
3	333.333	253.575	244.653
3	333.333	253.6	244.659
4	250	253.599	244.665
3	333.333	253.6	244.665
2	500	253.649	244.671
4	250	253.624	244.682
2	500	253.649	244.682
3	333.333	253.675	244.693
3	333.333	253.675	244.699
3	333.333	253.7	244.705
3	333.333	253.724	244.711
3	333.333	253.724	244.716
3	333.333	253.724	244.722
2	500	253.775	244.728
3	333.333	253.8	244.739
3	333.333	253.824	244.744
3	333.333	253.824	244.75
3	333.333	253.824	244.756
3	333.333	253.849	244.762
3	333.333	253.849	244.767
3	333.333	253.849	244.773
3	333.333	253.849	244.779
3	333.333	253.849	244.784
3	333.333	253.849	244.79
3	333.333	253.875	244.796
3	333.333	253.875	244.802
3	333.333	253.875	244.807
3	333.333	253.875	244.813
2	500	253.925	244.819
3	333.333	253.949	244.83
3	333.333	253.949	244.835
3	333.333	253.949	244.841
3	333.333	253.975	244.847
3	333.333	253.975	244.852
3	333.333	253.975	244.858
3	333.333	254	244.864
3	333.333	254.024	244.869
2	500	254.049	244.875
3	333.333	254.049	244.886
3	333.333	254.075	244.892
3	333.333	254.075	244.898
3	333.333	254.075	244.903
3	333.333	254.075	244.909
3	333.333	254.1	244.915
3	333.333	254.124	244.92
3	333.333	254.124	244.926
2	500	254.175	244.932
3	333.333	254.175	244.943
4	250	254.149	244.948
3	333.333	254.175	244.949
3	333.333	254.175	244.954
3	333.333	254.175	244.96
3	333.333	254.175	244.966
3	333.333	254.175	244.971
3	333.333	254.2	244.977
3	333.333	254.224	244.983
3	333.333	254.224	244.989
3	333.333	254.224	244.994
3	333.333	254.249	245
3	333.333	254.249	245.006
4	250	254.224	245.011
3	333.333	254.224	245.012
2	500	254.249	245.017
4	250	254.224	245.028
2	500	254.275	245.029
3	333.333	254.3	245.04
3	333.333	254.324	245.045
3	333.333	254.324	245.051
3	333.333	254.324	245.057
3	333.333	254.324	245.062
3	333.333	254.349	245.068
4	250	254.324	245.074
3	333.333	254.324	245.074
3	333.333	254.324	245.08
4	250	254.298	245.085
3	333.333	254.275	245.086
4	250	254.249	245.092
3	333.333	254.249	245.092
3	333.333	254.275	245.098
4	250	254.224	245.103
3	333.333	254.325	245.104
8	125	254.222	245.109
4	250	254.427	245.089
13	76.9231	254.197	245.089
4	250	254.198	245.042
4	250	254.175	245.043
5	200	254.098	245.043
4	250	254.049	245.038
4	250	254.024	245.039
5	200	253.973	245.039
15	66.6667	253.645	245.035
4	250	254.081	244.977
15	66.6667	253.8	244.978
12	83.3333	253.596	244.921
4	250	253.798	244.879
16	62.5	253.699	244.88
12	83.3333	253.472	244.817
6	166.667	253.373	244.776
13	76.9231	253.096	244.766
6	166.667	252.974	244.719
3	333.333	252.949	244.709
3	333.333	252.975	244.715
3	333.333	252.975	244.721
3	333.333	252.975	244.726
3	333.333	252.975	244.732
3	333.333	252.975	244.738
3	333.333	252.975	244.743
3	333.333	252.975	244.749
3	333.333	252.975	244.755
3	333.333	253	244.76
5	200	252.974	244.766
3	333.333	252.924	244.761
4	250	252.899	244.767
3	333.333	252.9	244.767
3	333.333	252.924	244.773
3	333.333	252.9	244.779
3	333.333	252.924	244.784
4	250	252.875	244.79
3	333.333	252.849	244.791
3	333.333	252.875	244.796
3	333.333	252.875	244.802
3	333.333	252.9	244.808
3	333.333	252.924	244.813
3	333.333	252.924	244.819
3	333.333	252.924	244.824
3	333.333	252.924	244.83
3	333.333	252.924	244.836
4	250	252.899	244.841
3	333.333	252.875	244.842
2	500	252.925	244.848
3	333.333	252.949	244.858
4	250	252.924	244.864
3	333.333	252.924	244.865
3	333.333	252.924	244.87
3	333.333	252.924	244.876
3	333.333	252.924	244.881
4	250	252.899	244.887
3	333.333	252.875	244.888
3	333.333	252.875	244.893
3	333.333	252.875	244.899
3	333.333	252.875	244.904
3	333.333	252.9	244.91
4	250	252.899	244.916
3	333.333	252.875	244.916
3	333.333	252.875	244.922
4	250	252.849	244.927
3	333.333	252.849	244.928
3	333.333	252.875	244.934
3	333.333	252.875	244.939
3	333.333	252.875	244.945
3	333.333	252.875	244.95
3	333.333	252.9	244.956
4	250	252.899	244.962
3	333.333	252.9	244.962
3	333.333	252.924	244.968
3	333.333	253.329	244.973
3	333.333	253.353	244.979
3	333.333	253.377	244.985
3	333.333	253.401	244.99
3	333.333	253.425	244.996
3	333.333	253.449	245.002
4	250	253.424	245.007
3	333.333	253.449	245.008
3	333.333	253.703	245.013
4	250	253.701	245.019
3	333.333	253.725	245.019
4	250	253.724	245.025
3	333.333	253.724	245.025
3	333.333	253.749	245.031
3	333.333	253.749	245.037
4	250	253.724	245.042
3	333.333	253.724	245.043
3	333.333	253.724	245.048
3	333.333	253.749	245.054
3	333.333	253.749	245.06
4	250	253.749	245.065
3	333.333	253.749	245.066
3	333.333	253.749	245.071
3	333.333	253.724	245.077
4	250	253.724	245.082
3	333.333	253.724	245.083
3	333.333	253.724	245.088
3	333.333	253.724	245.094
3	333.333	253.724	245.1
3	333.333	253.724	245.105
4	250	253.699	245.111
2	500	253.725	245.111
4	250	253.724	245.122
4	250	253.675	245.123
4	250	253.649	245.123
3	333.333	253.649	245.123
3	333.333	253.649	245.129
3	333.333	253.649	245.135
3	333.333	253.649	245.14
3	333.333	253.649	245.146
3	333.333	253.649	245.151
4	250	253.624	245.157
3	333.333	253.624	245.157
3	333.333	253.624	245.163
3	333.333	253.649	245.169
3	333.333	253.649	245.174
3	333.333	253.675	245.18
3	333.333	253.675	245.185
3	333.333	253.675	245.191
4	250	253.649	245.197
3	333.333	253.675	245.197
3	333.333	253.675	245.203
3	333.333	253.675	245.208
4	250	253.979	245.214
3	333.333	254.003	245.214
3	333.333	254.027	245.22
3	333.333	254.051	245.225
4	250	254.049	245.231
3	333.333	254.049	245.231
3	333.333	254.762	245.237
3	333.333	254.786	245.243
3	333.333	254.81	245.248
3	333.333	254.833	245.254
3	333.333	254.857	245.259
4	250	254.855	245.265
3	333.333	254.878	245.265
3	333.333	254.902	245.271
4	250	254.9	245.277
2	500	254.949	245.277
3	333.333	254.975	245.288
4	250	255.204	245.293
3	333.333	255.228	245.294
3	333.333	255.251	245.299
3	333.333	255.274	245.305
4	250	255.249	245.311
3	333.333	255.274	245.311
3	333.333	255.274	245.317
4	250	255.249	245.322
3	333.333	255.249	245.323
3	333.333	255.249	245.328
5	200	255.198	245.334
3	333.333	255.223	245.329
4	250	255.198	245.334
3	333.333	255.2	245.335
3	333.333	255.223	245.34
3	333.333	255.223	245.346
4	250	255.198	245.352
3	333.333	255.174	245.352
3	333.333	255.174	245.358
3	333.333	255.149	245.363
4	250	255.123	245.369
3	333.333	255.149	245.369
3	333.333	255.123	245.375
3	333.333	255.123	245.38
3	333.333	255.149	245.386
4	250	255.098	245.391
3	333.333	255.149	245.392
3	333.333	255.149	245.397
3	333.333	255.149	245.403
4	250	255.123	245.408
3	333.333	255.123	245.409
3	333.333	255.123	245.414
3	333.333	255.123	245.42
3	333.333	255.123	245.426
4	250	255.123	245.431
3	333.333	255.123	245.432
4	250	255.098	245.437
3	333.333	255.074	245.437
3	333.333	255.074	245.443
3	333.333	255.074	245.449
3	333.333	255.074	245.454
4	250	255.074	245.46
3	333.333	255.049	245.46
4	250	255.023	245.466
4	250	254.998	245.466
3	333.333	255.023	245.466
3	333.333	255.023	245.472
3	333.333	255.023	245.478
3	333.333	255.023	245.483
4	250	255.381	245.489
3	333.333	255.404	245.489
3	333.333	255.428	245.495
3	333.333	255.451	245.5
3	333.333	255.474	245.506
4	250	255.449	245.511
4	250	255.423	245.512
3	333.333	255.679	245.512
3	333.333	255.702	245.518
3	333.333	255.726	245.523
4	250	255.723	245.529
2	500	255.774	245.529
4	250	255.749	245.54
3	333.333	255.749	245.54
3	333.333	255.774	245.546
3	333.333	255.774	245.551
4	250	255.749	245.557
3	333.333	255.749	245.557
3	333.333	255.749	245.563
4	250	255.749	245.568
3	333.333	255.749	245.569
3	333.333	255.749	245.574
4	250	255.723	245.58
3	333.333	255.723	245.58
4	250	255.698	245.586
3	333.333	255.7	245.586
4	250	255.698	245.592
3	333.333	255.674	245.592
3	333.333	255.674	245.597
4	250	255.649	245.603
4	250	255.623	245.603
2	500	255.674	245.604
3	333.333	255.674	245.614
4	250	255.649	245.62
3	333.333	255.649	245.62
4	250	255.649	245.626
3	333.333	255.649	245.626
3	333.333	255.649	245.632
3	333.333	255.649	245.637
4	250	255.623	245.643
3	333.333	255.623	245.643
3	333.333	255.649	245.649
4	250	255.623	245.654
3	333.333	255.623	245.655
3	333.333	255.623	245.66
3	333.333	255.623	245.666
4	250	255.623	245.671
3	333.333	255.649	245.672
3	333.333	255.649	245.677
4	250	255.623	245.683
2	500	255.649	245.683
4	250	255.649	245.694
3	333.333	255.649	245.694
3	333.333	255.674	245.7
3	333.333	255.674	245.705
3	333.333	255.7	245.711
3	333.333	255.723	245.716
3	333.333	255.723	245.722
4	250	255.698	245.727
2	500	255.928	245.727
4	250	255.926	245.738
3	333.333	255.949	245.739
4	250	255.923	245.744
3	333.333	256.282	245.744
3	333.333	256.305	245.75
3	333.333	256.328	245.755
4	250	256.326	245.761
3	333.333	256.349	245.761
4	250	256.349	245.767
3	333.333	256.349	245.767
4	250	256.323	245.773
3	333.333	256.349	245.773
3	333.333	256.349	245.779
3	333.333	256.349	245.784
3	333.333	256.349	245.79
3	333.333	256.349	245.795
4	250	256.323	245.801
3	333.333	256.323	245.801
3	333.333	256.323	245.806
3	333.333	256.323	245.812
3	333.333	256.323	245.817
3	333.333	256.323	245.823
3	333.333	256.323	245.828
3	333.333	256.323	245.834
3	333.333	256.323	245.839
6	166.667	256.246	245.845
3	333.333	256.223	245.835
14	71.4286	255.967	245.84
3	333.333	256.284	245.789
3	333.333	256.308	245.795
3	333.333	256.331	245.8
3	333.333	256.354	245.806
6	166.667	256.3	245.811
4	250	256.297	245.801
14	71.4286	256.403	245.802
4	250	256.4	245.751
3	333.333	256.423	245.751
4	250	256.397	245.757
3	333.333	256.526	245.757
3	333.333	256.549	245.762
3	333.333	256.574	245.768
4	250	256.549	245.773
3	333.333	256.574	245.774
2	500	256.6	245.779
4	250	256.597	245.79
3	333.333	256.677	245.79
3	333.333	256.7	245.796
3	333.333	256.723	245.801
3	333.333	256.826	245.807
3	333.333	256.849	245.812
4	250	256.823	245.818
3	333.333	257.621	245.818
3	333.333	257.644	245.823
4	250	257.641	245.829
2	500	257.69	245.829
4	250	257.687	245.84
2	500	257.735	245.84
4	250	257.732	245.851
3	333.333	257.755	245.851
3	333.333	257.777	245.857
4	250	257.774	245.862
3	333.333	257.774	245.863
3	333.333	258.058	245.868
4	250	258.055	245.874
3	333.333	258.077	245.874
3	333.333	258.1	245.879
3	333.333	258.123	245.885
3	333.333	258.148	245.89
4	250	258.123	245.896
3	333.333	258.123	245.896
3	333.333	258.123	245.902
3	333.333	258.123	245.907
3	333.333	258.148	245.913
3	333.333	258.148	245.918
3	333.333	258.148	245.924
3	333.333	258.148	245.929
3	333.333	258.148	245.934
3	333.333	258.2	245.94
3	333.333	258.223	245.945
4	250	258.223	245.951
3	333.333	258.223	245.951
3	333.333	258.223	245.957
3	333.333	258.223	245.962
3	333.333	258.223	245.968
3	333.333	258.223	245.973
3	333.333	258.248	245.979
3	333.333	258.223	245.984
3	333.333	258.223	245.99
4	250	258.197	245.995
3	333.333	258.2	245.995
3	333.333	258.223	246.001
4	250	258.197	246.006
3	333.333	258.174	246.007
3	333.333	258.174	246.012
3	333.333	258.2	246.018
3	333.333	258.223	246.023
3	333.333	258.223	246.028
3	333.333	258.223	246.034
3	333.333	258.223	246.039
4	250	258.197	246.045
3	333.333	258.2	246.045
3	333.333	258.223	246.051
3	333.333	258.223	246.056
3	333.333	258.223	246.062
3	333.333	258.223	246.067
3	333.333	258.248	246.072
3	333.333	258.248	246.078
3	333.333	258.223	246.083
3	333.333	258.223	246.089
3	333.333	258.248	246.094
3	333.333	258.248	246.1
3	333.333	258.248	246.105
3	333.333	258.248	246.111
4	250	258.248	246.116
3	333.333	258.248	246.116
3	333.333	258.248	246.122
4	250	258.455	246.127
2	500	258.503	246.128
3	333.333	258.526	246.138
3	333.333	258.548	246.144
3	333.333	258.548	246.149
4	250	258.807	246.154
3	333.333	258.829	246.155
3	333.333	258.852	246.16
3	333.333	258.874	246.166
3	333.333	258.874	246.171
3	333.333	258.9	246.177
3	333.333	258.922	246.182
3	333.333	258.948	246.187
4	250	258.922	246.193
3	333.333	258.922	246.193
3	333.333	258.922	246.199
3	333.333	258.922	246.204
3	333.333	258.948	246.21
3	333.333	258.948	246.215
3	333.333	258.948	246.22
3	333.333	258.948	246.226
4	250	258.922	246.231
3	333.333	258.922	246.232
3	333.333	258.9	246.237
3	333.333	258.922	246.242
4	250	258.848	246.248
3	333.333	258.848	246.248
3	333.333	258.874	246.254
3	333.333	258.9	246.259
3	333.333	258.922	246.264
3	333.333	258.922	246.27
3	333.333	258.948	246.275
4	250	258.922	246.281
3	333.333	258.922	246.281
3	333.333	258.948	246.286
4	250	258.922	246.292
3	333.333	258.922	246.292
3	333.333	258.922	246.298
3	333.333	258.948	246.303
3	333.333	258.948	246.308
3	333.333	258.948	246.314
3	333.333	258.948	246.319
3	333.333	258.948	246.325
4	250	258.922	246.33
3	333.333	258.922	246.33
3	333.333	258.948	246.336
3	333.333	258.948	246.341
4	250	258.922	246.347
3	333.333	258.922	246.347
3	333.333	258.922	246.352
3	333.333	258.922	246.358
3	333.333	258.948	246.363
3	333.333	258.948	246.369
3	333.333	258.948	246.374
3	333.333	258.948	246.38
4	250	258.948	246.385
3	333.333	258.948	246.385
3	333.333	258.974	246.391
5	200	258.896	246.396
3	333.333	258.9	246.391
3	333.333	258.922	246.397
3	333.333	258.922	246.402
4	250	259.081	246.407
3	333.333	259.104	246.408
3	333.333	259.126	246.413
3	333.333	259.148	246.419
3	333.333	259.174	246.424
3	333.333	259.382	246.429
3	333.333	259.404	246.435
3	333.333	259.426	246.44
3	333.333	259.448	246.446
3	333.333	259.448	246.451
4	250	259.812	246.456
3	333.333	259.834	246.457
3	333.333	259.856	246.462
3	333.333	259.878	246.467
3	333.333	259.9	246.473
4	250	259.896	246.478
2	500	259.926	246.479
4	250	259.922	246.489
3	333.333	259.922	246.489
3	333.333	259.922	246.495
3	333.333	259.922	246.5
4	250	259.896	246.506
3	333.333	259.874	246.506
3	333.333	259.9	246.511
3	333.333	259.922	246.517
3	333.333	259.922	246.522
3	333.333	259.922	246.527
4	250	259.896	246.533
2	500	259.9	246.533
3	333.333	259.922	246.544
4	250	259.896	246.549
3	333.333	259.874	246.549
4	250	259.848	246.555
3	333.333	259.874	246.555
3	333.333	259.874	246.56
4	250	259.848	246.566
3	333.333	259.848	246.566
4	250	259.822	246.571
3	333.333	259.822	246.572
4	250	259.796	246.577
3	333.333	259.8	246.577
3	333.333	259.822	246.583
3	333.333	259.774	246.588
4	250	259.774	246.593
3	333.333	259.774	246.594
3	333.333	259.8	246.599
4	250	259.796	246.605
3	333.333	259.774	246.605
6	166.667	259.696	246.61
17	58.8235	259.363	246.6
4	250	259.596	246.534
14	71.4286	259.337	246.535
3	333.333	259.7	246.484
13	76.9231	259.463	246.489
3	333.333	260.116	246.444
15	66.6667	259.826	246.449
4	250	259.822	246.394
14	71.4286	260.421	246.394
3	333.333	260.443	246.343
14	71.4286	260.178	246.349
3	333.333	260.2	246.298
10	100	260.04	246.304
3	333.333	260.3	246.273
13	76.9231	260.062	246.279
4	250	260.4	246.233
14	71.4286	260.136	246.234
3	333.333	260.526	246.183
14	71.4286	260.262	246.189
4	250	260.574	246.138
14	71.4286	260.652	246.139
3	333.333	260.674	246.088
14	71.4286	260.752	246.094
4	250	260.748	246.043
14	71.4286	260.904	246.044
3	333.333	260.926	245.993
9	111.111	260.791	245.999
4	250	261.052	245.974
15	66.6667	260.761	245.974
4	250	261.178	245.919
14	71.4286	260.913	245.919
3	333.333	261.566	245.869
14	71.4286	261.3	245.874
13	76.9231	261.061	245.824
4	250	261.871	245.779
15	66.6667	261.578	245.779
4	250	261.574	245.724
11	90.9091	261.862	245.725
15	66.6667	261.569	245.69
19	52.6316	261.491	245.635
17	58.8235	261.517	245.559
14	71.4286	261.674	245.494
19	52.6316	261.752	245.444
16	62.5	261.434	245.369
14	71.4286	261.439	245.309
18	55.5556	261.517	245.259
17	58.8235	261.883	245.19
20	50	261.46	245.125
13	76.9231	261.983	245.045
16	62.5	261.665	245
18	55.5556	261.691	244.941
15	66.6667	261.638	244.871
18	55.5556	261.612	244.816
17	58.8235	261.717	244.747
4	250	262.031	244.682
15	66.6667	261.738	244.683
13	76.9231	261.738	244.628
18	55.5556	261.712	244.584
3	333.333	261.974	244.514
3	333.333	262	244.52
3	333.333	262.021	244.525
3	333.333	262.021	244.531
4	250	262.231	244.536
3	333.333	262.252	244.536
3	333.333	262.274	244.542
3	333.333	262.274	244.547
3	333.333	262.274	244.553
3	333.333	262.274	244.558
3	333.333	262.274	244.564
2	500	262.3	244.569
3	333.333	262.321	244.579
4	250	262.295	244.585
3	333.333	262.248	244.585
3	333.333	262.248	244.591
3	333.333	262.248	244.596
3	333.333	262.274	244.602
3	333.333	262.274	244.607
3	333.333	262.274	244.612
4	250	262.248	244.618
3	333.333	262.248	244.618
3	333.333	262.248	244.624
3	333.333	262.248	244.629
3	333.333	262.221	244.634
4	250	262.195	244.64
3	333.333	262.2	244.64
3	333.333	262.221	244.646
4	250	262.221	244.651
3	333.333	262.221	244.652
3	333.333	262.248	244.657
4	250	262.221	244.662
3	333.333	262.221	244.663
3	333.333	262.248	244.668
3	333.333	262.248	244.674
4	250	262.248	244.679
3	333.333	262.248	244.68
4	250	262.221	244.685
3	333.333	262.221	244.685
3	333.333	262.221	244.691
4	250	262.221	244.696
4	250	262.195	244.697
4	250	262.148	244.697
2	500	262.2	244.698
4	250	262.195	244.708
3	333.333	262.148	244.708
3	333.333	262.174	244.714
4	250	262.148	244.719
3	333.333	262.148	244.72
3	333.333	262.174	244.725
3	333.333	262.174	244.73
3	333.333	262.174	244.736
4	250	262.174	244.741
3	333.333	262.174	244.742
3	333.333	262.174	244.747
3	333.333	262.174	244.752
19	52.6316	261.755	244.758
3	333.333	262.079	244.684
13	76.9231	261.838	244.689
3	333.333	262.578	244.645
4	250	262.573	244.65
3	333.333	262.594	244.651
4	250	262.589	244.656
3	333.333	262.61	244.656
3	333.333	262.631	244.662
3	333.333	262.653	244.667
4	250	262.647	244.673
3	333.333	262.674	244.673
4	250	262.647	244.678
2	500	262.7	244.679
4	250	262.695	244.689
3	333.333	262.674	244.69
3	333.333	262.674	244.695
4	250	262.647	244.7
2	500	262.674	244.701
4	250	262.647	244.711
3	333.333	262.647	244.712
3	333.333	262.647	244.717
4	250	262.621	244.722
4	250	262.595	244.723
3	333.333	262.6	244.723
2	500	262.647	244.729
4	250	262.621	244.739
3	333.333	262.621	244.74
4	250	262.595	244.745
3	333.333	262.621	244.745
3	333.333	262.621	244.751
3	333.333	262.621	244.756
3	333.333	262.647	244.761
4	250	262.621	244.767
